name,category,gender,color,style,occasion,fit,season,recommended_skin_tones,recommended_body_types,temperature,material,tags,image_url
Light Blue Bomber Jacket 327,Outerwear,Unisex,Light Blue,Casual,"Date, Travel",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Cotton,"Light Blue, casual, solid, minimal",images/outerwear/light_blue_bomber_jacket.jpg
Beige Cargo Pants 328,Bottom,Unisex,Beige,Streetwear,Casual Outing,Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Beige, streetwear, solid, urban, minimal",images/bottom/beige_cargo_pants.jpg
Brown Knit Sweater 329,Top,Unisex,Brown,Minimalist,"University, Travel",Regular Fit,Autumn/Winter,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Cool,Cotton,"Brown, minimalist, solid, minimal",images/top/brown_knit_sweater.jpg
Black Denim Jacket 330,Outerwear,Unisex,Black,Casual,"Party, Travel",Relaxed Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Denim,"Black, casual, solid, minimal",images/outerwear/black_denim_jacket.jpg
Lavender Hoodie 331,Top,Unisex,Lavender,Streetwear,"University, Casual Outing",Oversized,Autumn/Winter,"Fair, Medium","Slim, Average, Broad, Plus Size",Mild,Cotton,"Lavender, streetwear, graphic, urban",images/top/lavender_hoodie.jpg
Red Oxford Shirt 332,Top,Unisex,Red,Smart Casual,Date,Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Cotton,"Red, smart casual, solid, versatile, minimal",images/top/red_oxford_shirt.jpg
White Knit Sweater 333,Top,Unisex,White,Minimalist,"Casual Outing, Date",Relaxed Fit,Autumn/Winter,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Cool,Cotton,"White, minimalist, solid, minimal",images/top/white_knit_sweater.jpg
Mustard Shorts 334,Bottom,Unisex,Mustard,Casual,"Travel, Beach, Casual Outing",Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"Mustard, casual, striped",images/bottom/mustard_shorts.jpg
Light Blue Chinos 335,Bottom,Unisex,Light Blue,Smart Casual,Presentation,Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Warm,Cotton,"Light Blue, smart casual, solid, versatile, minimal",images/bottom/light_blue_chinos.jpg
Burgundy Knit Sweater 336,Top,Unisex,Burgundy,Preppy,Date,Relaxed Fit,Autumn/Winter,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Cotton,"Burgundy, preppy, solid, minimal",images/top/burgundy_knit_sweater.jpg
Navy Polo Shirt 337,Top,Unisex,Navy,Casual,"Office, University",Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Any,Cotton,"Navy, casual, striped",images/top/navy_polo_shirt.jpg
Cream Linen Shirt 338,Top,Unisex,Cream,Smart Casual,Date,Relaxed Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Linen,"Cream, smart casual, solid, versatile, minimal",images/top/cream_linen_shirt.jpg
Beige Dress Trousers 339,Bottom,Unisex,Beige,Business Casual,Business Meeting,Straight Fit,All Season,"Medium, Deep","Slim, Average, Broad, Plus Size",Mild,Wool,"Beige, business casual, pinstripe, professional",images/bottom/beige_dress_trousers.jpg
Beige Blazer 340,Outerwear,Unisex,Beige,Business Casual,"Presentation, Date",Slim Fit,All Season,"Medium, Deep","Slim, Average, Athletic",Any,Wool,"Beige, business casual, check, professional",images/outerwear/beige_blazer.jpg
Black Shorts 341,Bottom,Unisex,Black,Casual,Casual Outing,Regular Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"Black, casual, solid, minimal",images/bottom/black_shorts.jpg
Brown T-Shirt 342,Top,Unisex,Brown,Casual,"Date, Travel",Oversized,All Season,"Medium, Deep","Slim, Average, Broad, Plus Size",Hot,Cotton,"Brown, casual, solid, minimal",images/top/brown_t-shirt.jpg
Navy Henley 343,Top,Unisex,Navy,Casual,"University, Date, Travel",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Cotton,"Navy, casual, solid, minimal",images/top/navy_henley.jpg
Cream Cargo Pants 344,Bottom,Unisex,Cream,Casual,University,Relaxed Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Cream, casual, solid, minimal",images/bottom/cream_cargo_pants.jpg
Beige Blazer 345,Outerwear,Unisex,Beige,Formal,"Wedding, Interview, Date",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Wool,"Beige, formal, check, professional",images/outerwear/beige_blazer.jpg
Black Dress Shirt 346,Top,Unisex,Black,Formal,"Office, Presentation, Wedding",Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Warm,Cotton,"Black, formal, solid, professional, minimal",images/top/black_dress_shirt.jpg
Cream Linen Shirt 347,Top,Unisex,Cream,Casual,"Beach, Party",Relaxed Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Linen,"Cream, casual, solid, minimal",images/top/cream_linen_shirt.jpg
Light Blue Chinos 348,Bottom,Unisex,Light Blue,Business Casual,"Casual Outing, Date",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Cotton,"Light Blue, business casual, solid, professional, minimal",images/bottom/light_blue_chinos.jpg
Beige Chinos 349,Bottom,Unisex,Beige,Business Casual,Office,Straight Fit,All Season,"Medium, Deep","Slim, Average, Broad, Plus Size",Warm,Cotton,"Beige, business casual, solid, professional, minimal",images/bottom/beige_chinos.jpg
Navy T-Shirt 350,Top,Unisex,Navy,Casual,University,Oversized,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Broad, Plus Size",Hot,Cotton,"Navy, casual, striped",images/top/navy_t-shirt.jpg
Brown Jeans 351,Bottom,Unisex,Brown,Smart Casual,University,Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Denim,"Brown, smart casual, solid, versatile, minimal",images/bottom/brown_jeans.jpg
Pink Chinos 352,Bottom,Unisex,Pink,Preppy,Business Meeting,Regular Fit,All Season,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Pink, preppy, solid, minimal",images/bottom/pink_chinos.jpg
Beige Bomber Jacket 353,Outerwear,Unisex,Beige,Streetwear,"Casual Outing, University",Oversized,All Season,"Medium, Deep","Slim, Average, Broad, Plus Size",Cool,Cotton,"Beige, streetwear, solid, urban, minimal",images/outerwear/beige_bomber_jacket.jpg
Mustard Shorts 354,Bottom,Unisex,Mustard,Casual,Beach,Relaxed Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"Mustard, casual, solid, minimal",images/bottom/mustard_shorts.jpg
Beige Polo Shirt 355,Top,Unisex,Beige,Smart Casual,"Travel, Office",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Pique,"Beige, smart casual, striped, versatile",images/top/beige_polo_shirt.jpg
Khaki Linen Shirt 356,Top,Unisex,Khaki,Smart Casual,"Casual Outing, Beach",Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"Khaki, smart casual, solid, versatile, minimal",images/top/khaki_linen_shirt.jpg
Brown Boots 357,Shoes,Unisex,Brown,Streetwear,"University, Date",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Brown, streetwear, solid, urban, minimal",images/shoes/brown_boots.jpg
White Linen Shirt 358,Top,Unisex,White,Casual,"Casual Outing, Travel",Regular Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"White, casual, solid, minimal",images/top/white_linen_shirt.jpg
Olive Dress Trousers 359,Bottom,Unisex,Olive,Formal,Presentation,Straight Fit,All Season,"Medium, Deep","Slim, Average, Broad, Plus Size",Mild,Wool,"Olive, formal, solid, professional, minimal",images/bottom/olive_dress_trousers.jpg
Lavender Loafers 360,Shoes,Unisex,Lavender,Smart Casual,"Party, Office, Presentation",Regular Fit,All Season,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Any,Suede,"Lavender, smart casual, solid, versatile, minimal",images/shoes/lavender_loafers.jpg
Forest Green Shorts 361,Bottom,Unisex,Forest Green,Casual,"Travel, Beach",Regular Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Cotton,"Forest Green, casual, striped",images/bottom/forest_green_shorts.jpg
Lavender Knit Sweater 362,Top,Unisex,Lavender,Preppy,"University, Office, Travel",Relaxed Fit,Autumn/Winter,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Cool,Cotton,"Lavender, preppy, solid, minimal",images/top/lavender_knit_sweater.jpg
Burgundy Cargo Pants 363,Bottom,Unisex,Burgundy,Streetwear,"Party, University, Casual Outing",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Burgundy, streetwear, solid, urban, minimal",images/bottom/burgundy_cargo_pants.jpg
Cream Denim Jacket 364,Outerwear,Unisex,Cream,Casual,"Travel, University, Casual Outing",Regular Fit,Autumn/Winter,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Denim,"Cream, casual, solid, minimal",images/outerwear/cream_denim_jacket.jpg
Light Blue Polo Shirt 365,Top,Unisex,Light Blue,Casual,"Date, Travel, Party",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Cotton,"Light Blue, casual, solid, minimal",images/top/light_blue_polo_shirt.jpg
Beige Boots 366,Shoes,Unisex,Beige,Streetwear,"Date, Party, University",Regular Fit,Autumn/Winter,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Leather,"Beige, streetwear, solid, urban, minimal",images/shoes/beige_boots.jpg
Olive Knit Sweater 367,Top,Unisex,Olive,Preppy,"Travel, Casual Outing",Relaxed Fit,Autumn/Winter,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Cool,Cotton,"Olive, preppy, solid, minimal",images/top/olive_knit_sweater.jpg
Red Sandals 368,Shoes,Unisex,Red,Casual,"Casual Outing, Beach, Travel",Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Leather,"Red, casual, solid, minimal",images/shoes/red_sandals.jpg
Pink Dress Shirt 369,Top,Unisex,Pink,Business Casual,Presentation,Regular Fit,All Season,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Pink, business casual, solid, professional, minimal",images/top/pink_dress_shirt.jpg
White Linen Shirt 370,Top,Unisex,White,Casual,Beach,Regular Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Linen,"White, casual, striped",images/top/white_linen_shirt.jpg
Cream Chinos 371,Bottom,Unisex,Cream,Preppy,"Casual Outing, University, Date",Slim Fit,All Season,"Medium, Deep","Slim, Average, Athletic",Any,Cotton,"Cream, preppy, solid, minimal",images/bottom/cream_chinos.jpg
Burgundy Knit Sweater 372,Top,Unisex,Burgundy,Minimalist,"Office, Travel, Casual Outing",Regular Fit,Autumn/Winter,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Cotton,"Burgundy, minimalist, solid, minimal",images/top/burgundy_knit_sweater.jpg
Cream Jeans 373,Bottom,Unisex,Cream,Streetwear,"Date, Casual Outing",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Denim,"Cream, streetwear, solid, urban, minimal",images/bottom/cream_jeans.jpg
Beige Oxford Shirt 374,Top,Unisex,Beige,Business Casual,"Office, Business Meeting, Date",Slim Fit,All Season,"Medium, Deep","Slim, Average, Athletic",Warm,Cotton,"Beige, business casual, striped, professional",images/top/beige_oxford_shirt.jpg
Olive Blazer 375,Outerwear,Unisex,Olive,Formal,"Wedding, Interview",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Cool,Cotton,"Olive, formal, solid, professional, minimal",images/outerwear/olive_blazer.jpg
Burgundy Bomber Jacket 376,Outerwear,Unisex,Burgundy,Streetwear,"University, Casual Outing, Party",Oversized,All Season,"Fair, Medium, Deep","Slim, Average, Broad, Plus Size",Cool,Nylon,"Burgundy, streetwear, solid, urban, minimal",images/outerwear/burgundy_bomber_jacket.jpg
Mustard Sandals 377,Shoes,Unisex,Mustard,Casual,"Travel, Beach",Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Leather,"Mustard, casual, solid, minimal",images/shoes/mustard_sandals.jpg
Khaki Denim Jacket 378,Outerwear,Unisex,Khaki,Casual,Travel,Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Cool,Denim,"Khaki, casual, solid, minimal",images/outerwear/khaki_denim_jacket.jpg
Light Blue Shorts 379,Bottom,Unisex,Light Blue,Casual,"Beach, Travel",Relaxed Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Linen,"Light Blue, casual, striped",images/bottom/light_blue_shorts.jpg
Cream Bomber Jacket 380,Outerwear,Unisex,Cream,Streetwear,Casual Outing,Regular Fit,Autumn/Winter,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Cool,Nylon,"Cream, streetwear, solid, urban, minimal",images/outerwear/cream_bomber_jacket.jpg
Light Blue Sneakers 381,Shoes,Unisex,Light Blue,Casual,"Travel, University, Date",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Light Blue, casual, solid, minimal",images/shoes/light_blue_sneakers.jpg
White Oxford Shirt 382,Top,Unisex,White,Business Casual,"Presentation, Wedding",Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Warm,Cotton,"White, business casual, striped, professional",images/top/white_oxford_shirt.jpg
Red Sneakers 383,Shoes,Unisex,Red,Casual,"University, Travel, Date",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Red, casual, solid, minimal",images/shoes/red_sneakers.jpg
Burgundy Dress Shirt 384,Top,Unisex,Burgundy,Business Casual,"Interview, Presentation, Wedding",Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Warm,Cotton,"Burgundy, business casual, striped, professional",images/top/burgundy_dress_shirt.jpg
Brown Sandals 385,Shoes,Unisex,Brown,Casual,Casual Outing,Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Rubber,"Brown, casual, solid, minimal",images/shoes/brown_sandals.jpg
Grey Sandals 386,Shoes,Unisex,Grey,Casual,Casual Outing,Regular Fit,Spring/Summer,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Leather,"Grey, casual, solid, minimal",images/shoes/grey_sandals.jpg
Cream Cargo Pants 387,Bottom,Unisex,Cream,Streetwear,University,Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Cotton,"Cream, streetwear, solid, urban, minimal",images/bottom/cream_cargo_pants.jpg
White Henley 388,Top,Unisex,White,Smart Casual,Date,Slim Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic",Mild,Cotton,"White, smart casual, solid, versatile, minimal",images/top/white_henley.jpg
Pink Dress Trousers 389,Bottom,Unisex,Pink,Formal,Office,Straight Fit,All Season,"Fair, Medium","Slim, Average, Broad, Plus Size",Mild,Wool,"Pink, formal, solid, professional, minimal",images/bottom/pink_dress_trousers.jpg
Lavender Oxford Shoes 390,Shoes,Unisex,Lavender,Business Casual,Interview,Regular Fit,All Season,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Lavender, business casual, solid, professional, minimal",images/shoes/lavender_oxford_shoes.jpg
Brown Dress Trousers 391,Bottom,Unisex,Brown,Formal,"Office, Presentation, Business Meeting",Straight Fit,All Season,"Medium, Deep","Slim, Average, Broad, Plus Size",Mild,Polyester,"Brown, formal, solid, professional, minimal",images/bottom/brown_dress_trousers.jpg
Pink Loafers 392,Shoes,Unisex,Pink,Business Casual,Presentation,Regular Fit,All Season,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Pink, business casual, solid, professional, minimal",images/shoes/pink_loafers.jpg
Olive Hoodie 393,Top,Unisex,Olive,Casual,Travel,Relaxed Fit,Autumn/Winter,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Cotton,"Olive, casual, solid, minimal",images/top/olive_hoodie.jpg
Khaki Sandals 394,Shoes,Unisex,Khaki,Casual,"Casual Outing, Beach",Regular Fit,Spring/Summer,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Hot,Rubber,"Khaki, casual, solid, minimal",images/shoes/khaki_sandals.jpg
Pink Shorts 395,Bottom,Unisex,Pink,Casual,Casual Outing,Regular Fit,Spring/Summer,"Fair, Medium","Slim, Average, Athletic, Broad, Plus Size",Hot,Cotton,"Pink, casual, solid, minimal",images/bottom/pink_shorts.jpg
Grey Blazer 396,Outerwear,Unisex,Grey,Smart Casual,Interview,Regular Fit,All Season,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Cool,Cotton,"Grey, smart casual, check, versatile",images/outerwear/grey_blazer.jpg
Pink Jeans 397,Bottom,Unisex,Pink,Casual,"University, Party",Slim Fit,All Season,"Fair, Medium","Slim, Average, Athletic",Any,Denim,"Pink, casual, solid, minimal",images/bottom/pink_jeans.jpg
Red Bomber Jacket 398,Outerwear,Unisex,Red,Casual,"Date, University",Oversized,Autumn/Winter,"Medium, Deep","Slim, Average, Broad, Plus Size",Mild,Cotton,"Red, casual, solid, minimal",images/outerwear/red_bomber_jacket.jpg
Olive Boots 399,Shoes,Unisex,Olive,Smart Casual,"Party, Travel",Regular Fit,All Season,"Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Mild,Suede,"Olive, smart casual, solid, versatile, minimal",images/shoes/olive_boots.jpg
Grey Boots 400,Shoes,Unisex,Grey,Smart Casual,Casual Outing,Regular Fit,Autumn/Winter,"Fair, Medium, Deep","Slim, Average, Athletic, Broad, Plus Size",Any,Leather,"Grey, smart casual, solid, versatile, minimal",images/shoes/grey_boots.jpg
